,enviro,observer,task,ori,offset,proportion_correct,date
0,lab,p1,temporal,horizontal,0.71,0.8,28d9m2021y16h14m
1,lab,p1,temporal,horizontal,0.71,0.5,28d9m2021y14h40m
2,lab,p1,temporal,horizontal,0.71,0.8,28d9m2021y15h21m
3,lab,p1,temporal,horizontal,0.71,0.7,28d9m2021y15h53m
4,lab,p1,temporal,horizontal,0.71,0.6,28d9m2021y14h34m
5,lab,p1,temporal,horizontal,1.43,0.9,28d9m2021y16h14m
6,lab,p1,temporal,horizontal,1.43,1.0,28d9m2021y14h40m
7,lab,p1,temporal,horizontal,1.43,0.8,28d9m2021y15h21m
8,lab,p1,temporal,horizontal,1.43,0.5,28d9m2021y15h53m
9,lab,p1,temporal,horizontal,1.43,0.8,28d9m2021y14h34m
10,lab,p1,temporal,horizontal,2.14,1.0,28d9m2021y16h14m
11,lab,p1,temporal,horizontal,2.14,1.0,28d9m2021y14h40m
12,lab,p1,temporal,horizontal,2.14,0.9,28d9m2021y15h21m
13,lab,p1,temporal,horizontal,2.14,1.0,28d9m2021y15h53m
14,lab,p1,temporal,horizontal,2.14,0.9,28d9m2021y14h34m
15,lab,p1,temporal,horizontal,2.86,0.9,28d9m2021y16h14m
16,lab,p1,temporal,horizontal,2.86,1.0,28d9m2021y14h40m
17,lab,p1,temporal,horizontal,2.86,1.0,28d9m2021y15h21m
18,lab,p1,temporal,horizontal,2.86,0.9,28d9m2021y15h53m
19,lab,p1,temporal,horizontal,2.86,1.0,28d9m2021y14h34m
20,lab,p1,temporal,horizontal,3.57,1.0,28d9m2021y16h14m
21,lab,p1,temporal,horizontal,3.57,1.0,28d9m2021y14h40m
22,lab,p1,temporal,horizontal,3.57,0.8,28d9m2021y15h21m
23,lab,p1,temporal,horizontal,3.57,1.0,28d9m2021y15h53m
24,lab,p1,temporal,horizontal,3.57,1.0,28d9m2021y14h34m
25,lab,p1,temporal,horizontal,4.29,0.9,28d9m2021y16h14m
26,lab,p1,temporal,horizontal,4.29,1.0,28d9m2021y14h40m
27,lab,p1,temporal,horizontal,4.29,1.0,28d9m2021y15h21m
28,lab,p1,temporal,horizontal,4.29,1.0,28d9m2021y15h53m
29,lab,p1,temporal,horizontal,4.29,1.0,28d9m2021y14h34m
30,lab,p1,temporal,horizontal,5.0,1.0,28d9m2021y16h14m
31,lab,p1,temporal,horizontal,5.0,0.9,28d9m2021y14h40m
32,lab,p1,temporal,horizontal,5.0,0.9,28d9m2021y15h21m
33,lab,p1,temporal,horizontal,5.0,1.0,28d9m2021y15h53m
34,lab,p1,temporal,horizontal,5.0,1.0,28d9m2021y14h34m
35,lab,p1,temporal,vertical,0.71,0.7,28d9m2021y14h16m
36,lab,p1,temporal,vertical,0.71,0.9,28d9m2021y16h23m
37,lab,p1,temporal,vertical,0.71,0.5,28d9m2021y15h4m
38,lab,p1,temporal,vertical,0.71,0.8,28d9m2021y16h0m
39,lab,p1,temporal,vertical,0.71,0.5,28d9m2021y14h58m
40,lab,p1,temporal,vertical,1.43,0.7,28d9m2021y14h16m
41,lab,p1,temporal,vertical,1.43,1.0,28d9m2021y16h23m
42,lab,p1,temporal,vertical,1.43,0.7,28d9m2021y15h4m
43,lab,p1,temporal,vertical,1.43,0.7,28d9m2021y16h0m
44,lab,p1,temporal,vertical,1.43,1.0,28d9m2021y14h58m
45,lab,p1,temporal,vertical,2.14,1.0,28d9m2021y14h16m
46,lab,p1,temporal,vertical,2.14,1.0,28d9m2021y16h23m
47,lab,p1,temporal,vertical,2.14,1.0,28d9m2021y15h4m
48,lab,p1,temporal,vertical,2.14,1.0,28d9m2021y16h0m
49,lab,p1,temporal,vertical,2.14,0.9,28d9m2021y14h58m
50,lab,p1,temporal,vertical,2.86,1.0,28d9m2021y14h16m
51,lab,p1,temporal,vertical,2.86,1.0,28d9m2021y16h23m
52,lab,p1,temporal,vertical,2.86,1.0,28d9m2021y15h4m
53,lab,p1,temporal,vertical,2.86,1.0,28d9m2021y16h0m
54,lab,p1,temporal,vertical,2.86,1.0,28d9m2021y14h58m
55,lab,p1,temporal,vertical,3.57,1.0,28d9m2021y14h16m
56,lab,p1,temporal,vertical,3.57,1.0,28d9m2021y16h23m
57,lab,p1,temporal,vertical,3.57,1.0,28d9m2021y15h4m
58,lab,p1,temporal,vertical,3.57,1.0,28d9m2021y16h0m
59,lab,p1,temporal,vertical,3.57,1.0,28d9m2021y14h58m
60,lab,p1,temporal,vertical,4.29,0.9,28d9m2021y14h16m
61,lab,p1,temporal,vertical,4.29,0.9,28d9m2021y16h23m
62,lab,p1,temporal,vertical,4.29,1.0,28d9m2021y15h4m
63,lab,p1,temporal,vertical,4.29,1.0,28d9m2021y16h0m
64,lab,p1,temporal,vertical,4.29,1.0,28d9m2021y14h58m
65,lab,p1,temporal,vertical,5.0,0.8,28d9m2021y14h16m
66,lab,p1,temporal,vertical,5.0,0.9,28d9m2021y16h23m
67,lab,p1,temporal,vertical,5.0,0.9,28d9m2021y15h4m
68,lab,p1,temporal,vertical,5.0,1.0,28d9m2021y16h0m
69,lab,p1,temporal,vertical,5.0,1.0,28d9m2021y14h58m
70,lab,p1,temporal,minus45,10.71,1.0,28d9m2021y14h27m
71,lab,p1,temporal,minus45,10.71,1.0,28d9m2021y15h50m
72,lab,p1,temporal,minus45,10.71,0.6,28d9m2021y15h13m
73,lab,p1,temporal,minus45,10.71,1.0,28d9m2021y14h48m
74,lab,p1,temporal,minus45,10.71,1.0,28d9m2021y16h17m
75,lab,p1,temporal,minus45,14.29,0.7,28d9m2021y14h27m
76,lab,p1,temporal,minus45,14.29,1.0,28d9m2021y15h50m
77,lab,p1,temporal,minus45,14.29,0.9,28d9m2021y15h13m
78,lab,p1,temporal,minus45,14.29,1.0,28d9m2021y14h48m
79,lab,p1,temporal,minus45,14.29,0.9,28d9m2021y16h17m
80,lab,p1,temporal,minus45,17.86,1.0,28d9m2021y14h27m
81,lab,p1,temporal,minus45,17.86,1.0,28d9m2021y15h50m
82,lab,p1,temporal,minus45,17.86,0.8,28d9m2021y15h13m
83,lab,p1,temporal,minus45,17.86,1.0,28d9m2021y14h48m
84,lab,p1,temporal,minus45,17.86,1.0,28d9m2021y16h17m
85,lab,p1,temporal,minus45,21.43,1.0,28d9m2021y14h27m
86,lab,p1,temporal,minus45,21.43,0.9,28d9m2021y15h50m
87,lab,p1,temporal,minus45,21.43,1.0,28d9m2021y15h13m
88,lab,p1,temporal,minus45,21.43,0.9,28d9m2021y14h48m
89,lab,p1,temporal,minus45,21.43,1.0,28d9m2021y16h17m
90,lab,p1,temporal,minus45,25.0,1.0,28d9m2021y14h27m
91,lab,p1,temporal,minus45,25.0,1.0,28d9m2021y15h50m
92,lab,p1,temporal,minus45,25.0,0.9,28d9m2021y15h13m
93,lab,p1,temporal,minus45,25.0,1.0,28d9m2021y14h48m
94,lab,p1,temporal,minus45,25.0,1.0,28d9m2021y16h17m
95,lab,p1,temporal,minus45,3.57,0.7,28d9m2021y14h27m
96,lab,p1,temporal,minus45,3.57,0.6,28d9m2021y15h50m
97,lab,p1,temporal,minus45,3.57,0.4,28d9m2021y15h13m
98,lab,p1,temporal,minus45,3.57,0.5,28d9m2021y14h48m
99,lab,p1,temporal,minus45,3.57,0.6,28d9m2021y16h17m
100,lab,p1,temporal,minus45,7.14,0.7,28d9m2021y14h27m
101,lab,p1,temporal,minus45,7.14,0.8,28d9m2021y15h50m
102,lab,p1,temporal,minus45,7.14,0.7,28d9m2021y15h13m
103,lab,p1,temporal,minus45,7.14,0.9,28d9m2021y14h48m
104,lab,p1,temporal,minus45,7.14,0.8,28d9m2021y16h17m
105,lab,p1,temporal,plus45,10.71,0.7,28d9m2021y15h8m
106,lab,p1,temporal,plus45,10.71,0.9,28d9m2021y14h20m
107,lab,p1,temporal,plus45,10.71,1.0,28d9m2021y14h52m
108,lab,p1,temporal,plus45,10.71,0.9,28d9m2021y15h47m
109,lab,p1,temporal,plus45,10.71,1.0,28d9m2021y16h8m
110,lab,p1,temporal,plus45,14.29,0.9,28d9m2021y15h8m
111,lab,p1,temporal,plus45,14.29,0.8,28d9m2021y14h20m
112,lab,p1,temporal,plus45,14.29,1.0,28d9m2021y14h52m
113,lab,p1,temporal,plus45,14.29,0.9,28d9m2021y15h47m
114,lab,p1,temporal,plus45,14.29,1.0,28d9m2021y16h8m
115,lab,p1,temporal,plus45,17.86,1.0,28d9m2021y15h8m
116,lab,p1,temporal,plus45,17.86,1.0,28d9m2021y14h20m
117,lab,p1,temporal,plus45,17.86,1.0,28d9m2021y14h52m
118,lab,p1,temporal,plus45,17.86,1.0,28d9m2021y15h47m
119,lab,p1,temporal,plus45,17.86,0.9,28d9m2021y16h8m
120,lab,p1,temporal,plus45,21.43,1.0,28d9m2021y15h8m
121,lab,p1,temporal,plus45,21.43,0.9,28d9m2021y14h20m
122,lab,p1,temporal,plus45,21.43,1.0,28d9m2021y14h52m
123,lab,p1,temporal,plus45,21.43,1.0,28d9m2021y15h47m
124,lab,p1,temporal,plus45,21.43,0.9,28d9m2021y16h8m
125,lab,p1,temporal,plus45,25.0,0.9,28d9m2021y15h8m
126,lab,p1,temporal,plus45,25.0,1.0,28d9m2021y14h20m
127,lab,p1,temporal,plus45,25.0,1.0,28d9m2021y14h52m
128,lab,p1,temporal,plus45,25.0,1.0,28d9m2021y15h47m
129,lab,p1,temporal,plus45,25.0,1.0,28d9m2021y16h8m
130,lab,p1,temporal,plus45,3.57,0.5,28d9m2021y15h8m
131,lab,p1,temporal,plus45,3.57,0.4,28d9m2021y14h20m
132,lab,p1,temporal,plus45,3.57,0.6,28d9m2021y14h52m
133,lab,p1,temporal,plus45,3.57,0.8,28d9m2021y15h47m
134,lab,p1,temporal,plus45,3.57,0.6,28d9m2021y16h8m
135,lab,p1,temporal,plus45,7.14,0.8,28d9m2021y15h8m
136,lab,p1,temporal,plus45,7.14,0.7,28d9m2021y14h20m
137,lab,p1,temporal,plus45,7.14,0.7,28d9m2021y14h52m
138,lab,p1,temporal,plus45,7.14,0.9,28d9m2021y15h47m
139,lab,p1,temporal,plus45,7.14,0.9,28d9m2021y16h8m
140,lab,p1,temporal,cardinal,0.71,0.8,28d9m2021y16h14m
141,lab,p1,temporal,cardinal,0.71,0.5,28d9m2021y14h40m
142,lab,p1,temporal,cardinal,0.71,0.7,28d9m2021y14h16m
143,lab,p1,temporal,cardinal,0.71,0.9,28d9m2021y16h23m
144,lab,p1,temporal,cardinal,0.71,0.8,28d9m2021y15h21m
145,lab,p1,temporal,cardinal,0.71,0.7,28d9m2021y15h53m
146,lab,p1,temporal,cardinal,0.71,0.5,28d9m2021y15h4m
147,lab,p1,temporal,cardinal,0.71,0.8,28d9m2021y16h0m
148,lab,p1,temporal,cardinal,0.71,0.6,28d9m2021y14h34m
149,lab,p1,temporal,cardinal,0.71,0.5,28d9m2021y14h58m
150,lab,p1,temporal,cardinal,1.43,0.9,28d9m2021y16h14m
151,lab,p1,temporal,cardinal,1.43,1.0,28d9m2021y14h40m
152,lab,p1,temporal,cardinal,1.43,0.7,28d9m2021y14h16m
153,lab,p1,temporal,cardinal,1.43,1.0,28d9m2021y16h23m
154,lab,p1,temporal,cardinal,1.43,0.8,28d9m2021y15h21m
155,lab,p1,temporal,cardinal,1.43,0.5,28d9m2021y15h53m
156,lab,p1,temporal,cardinal,1.43,0.7,28d9m2021y15h4m
157,lab,p1,temporal,cardinal,1.43,0.7,28d9m2021y16h0m
158,lab,p1,temporal,cardinal,1.43,0.8,28d9m2021y14h34m
159,lab,p1,temporal,cardinal,1.43,1.0,28d9m2021y14h58m
160,lab,p1,temporal,cardinal,2.14,1.0,28d9m2021y16h14m
161,lab,p1,temporal,cardinal,2.14,1.0,28d9m2021y14h40m
162,lab,p1,temporal,cardinal,2.14,1.0,28d9m2021y14h16m
163,lab,p1,temporal,cardinal,2.14,1.0,28d9m2021y16h23m
164,lab,p1,temporal,cardinal,2.14,0.9,28d9m2021y15h21m
165,lab,p1,temporal,cardinal,2.14,1.0,28d9m2021y15h53m
166,lab,p1,temporal,cardinal,2.14,1.0,28d9m2021y15h4m
167,lab,p1,temporal,cardinal,2.14,1.0,28d9m2021y16h0m
168,lab,p1,temporal,cardinal,2.14,0.9,28d9m2021y14h34m
169,lab,p1,temporal,cardinal,2.14,0.9,28d9m2021y14h58m
170,lab,p1,temporal,cardinal,2.86,0.9,28d9m2021y16h14m
171,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y14h40m
172,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y14h16m
173,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y16h23m
174,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y15h21m
175,lab,p1,temporal,cardinal,2.86,0.9,28d9m2021y15h53m
176,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y15h4m
177,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y16h0m
178,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y14h34m
179,lab,p1,temporal,cardinal,2.86,1.0,28d9m2021y14h58m
180,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y16h14m
181,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y14h40m
182,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y14h16m
183,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y16h23m
184,lab,p1,temporal,cardinal,3.57,0.8,28d9m2021y15h21m
185,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y15h53m
186,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y15h4m
187,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y16h0m
188,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y14h34m
189,lab,p1,temporal,cardinal,3.57,1.0,28d9m2021y14h58m
190,lab,p1,temporal,cardinal,4.29,0.9,28d9m2021y16h14m
191,lab,p1,temporal,cardinal,4.29,1.0,28d9m2021y14h40m
192,lab,p1,temporal,cardinal,4.29,0.9,28d9m2021y14h16m
193,lab,p1,temporal,cardinal,4.29,0.9,28d9m2021y16h23m
194,lab,p1,temporal,cardinal,4.29,1.0,28d9m2021y15h21m
195,lab,p1,temporal,cardinal,4.29,1.0,28d9m2021y15h53m
196,lab,p1,temporal,cardinal,4.29,1.0,28d9m2021y15h4m
197,lab,p1,temporal,cardinal,4.29,1.0,28d9m2021y16h0m
198,lab,p1,temporal,cardinal,4.29,1.0,28d9m2021y14h34m
199,lab,p1,temporal,cardinal,4.29,1.0,28d9m2021y14h58m
200,lab,p1,temporal,cardinal,5.0,1.0,28d9m2021y16h14m
201,lab,p1,temporal,cardinal,5.0,0.9,28d9m2021y14h40m
202,lab,p1,temporal,cardinal,5.0,0.8,28d9m2021y14h16m
203,lab,p1,temporal,cardinal,5.0,0.9,28d9m2021y16h23m
204,lab,p1,temporal,cardinal,5.0,0.9,28d9m2021y15h21m
205,lab,p1,temporal,cardinal,5.0,1.0,28d9m2021y15h53m
206,lab,p1,temporal,cardinal,5.0,0.9,28d9m2021y15h4m
207,lab,p1,temporal,cardinal,5.0,1.0,28d9m2021y16h0m
208,lab,p1,temporal,cardinal,5.0,1.0,28d9m2021y14h34m
209,lab,p1,temporal,cardinal,5.0,1.0,28d9m2021y14h58m
210,lab,p1,temporal,oblique,10.71,1.0,28d9m2021y14h27m
211,lab,p1,temporal,oblique,10.71,0.7,28d9m2021y15h8m
212,lab,p1,temporal,oblique,10.71,1.0,28d9m2021y15h50m
213,lab,p1,temporal,oblique,10.71,0.9,28d9m2021y14h20m
214,lab,p1,temporal,oblique,10.71,1.0,28d9m2021y14h52m
215,lab,p1,temporal,oblique,10.71,0.6,28d9m2021y15h13m
216,lab,p1,temporal,oblique,10.71,1.0,28d9m2021y14h48m
217,lab,p1,temporal,oblique,10.71,0.9,28d9m2021y15h47m
218,lab,p1,temporal,oblique,10.71,1.0,28d9m2021y16h8m
219,lab,p1,temporal,oblique,10.71,1.0,28d9m2021y16h17m
220,lab,p1,temporal,oblique,14.29,0.7,28d9m2021y14h27m
221,lab,p1,temporal,oblique,14.29,0.9,28d9m2021y15h8m
222,lab,p1,temporal,oblique,14.29,1.0,28d9m2021y15h50m
223,lab,p1,temporal,oblique,14.29,0.8,28d9m2021y14h20m
224,lab,p1,temporal,oblique,14.29,1.0,28d9m2021y14h52m
225,lab,p1,temporal,oblique,14.29,0.9,28d9m2021y15h13m
226,lab,p1,temporal,oblique,14.29,1.0,28d9m2021y14h48m
227,lab,p1,temporal,oblique,14.29,0.9,28d9m2021y15h47m
228,lab,p1,temporal,oblique,14.29,1.0,28d9m2021y16h8m
229,lab,p1,temporal,oblique,14.29,0.9,28d9m2021y16h17m
230,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y14h27m
231,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y15h8m
232,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y15h50m
233,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y14h20m
234,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y14h52m
235,lab,p1,temporal,oblique,17.86,0.8,28d9m2021y15h13m
236,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y14h48m
237,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y15h47m
238,lab,p1,temporal,oblique,17.86,0.9,28d9m2021y16h8m
239,lab,p1,temporal,oblique,17.86,1.0,28d9m2021y16h17m
240,lab,p1,temporal,oblique,21.43,1.0,28d9m2021y14h27m
241,lab,p1,temporal,oblique,21.43,1.0,28d9m2021y15h8m
242,lab,p1,temporal,oblique,21.43,0.9,28d9m2021y15h50m
243,lab,p1,temporal,oblique,21.43,0.9,28d9m2021y14h20m
244,lab,p1,temporal,oblique,21.43,1.0,28d9m2021y14h52m
245,lab,p1,temporal,oblique,21.43,1.0,28d9m2021y15h13m
246,lab,p1,temporal,oblique,21.43,0.9,28d9m2021y14h48m
247,lab,p1,temporal,oblique,21.43,1.0,28d9m2021y15h47m
248,lab,p1,temporal,oblique,21.43,0.9,28d9m2021y16h8m
249,lab,p1,temporal,oblique,21.43,1.0,28d9m2021y16h17m
250,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y14h27m
251,lab,p1,temporal,oblique,25.0,0.9,28d9m2021y15h8m
252,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y15h50m
253,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y14h20m
254,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y14h52m
255,lab,p1,temporal,oblique,25.0,0.9,28d9m2021y15h13m
256,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y14h48m
257,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y15h47m
258,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y16h8m
259,lab,p1,temporal,oblique,25.0,1.0,28d9m2021y16h17m
260,lab,p1,temporal,oblique,3.57,0.7,28d9m2021y14h27m
261,lab,p1,temporal,oblique,3.57,0.5,28d9m2021y15h8m
262,lab,p1,temporal,oblique,3.57,0.6,28d9m2021y15h50m
263,lab,p1,temporal,oblique,3.57,0.4,28d9m2021y14h20m
264,lab,p1,temporal,oblique,3.57,0.6,28d9m2021y14h52m
265,lab,p1,temporal,oblique,3.57,0.4,28d9m2021y15h13m
266,lab,p1,temporal,oblique,3.57,0.5,28d9m2021y14h48m
267,lab,p1,temporal,oblique,3.57,0.8,28d9m2021y15h47m
268,lab,p1,temporal,oblique,3.57,0.6,28d9m2021y16h8m
269,lab,p1,temporal,oblique,3.57,0.6,28d9m2021y16h17m
270,lab,p1,temporal,oblique,7.14,0.7,28d9m2021y14h27m
271,lab,p1,temporal,oblique,7.14,0.8,28d9m2021y15h8m
272,lab,p1,temporal,oblique,7.14,0.8,28d9m2021y15h50m
273,lab,p1,temporal,oblique,7.14,0.7,28d9m2021y14h20m
274,lab,p1,temporal,oblique,7.14,0.7,28d9m2021y14h52m
275,lab,p1,temporal,oblique,7.14,0.7,28d9m2021y15h13m
276,lab,p1,temporal,oblique,7.14,0.9,28d9m2021y14h48m
277,lab,p1,temporal,oblique,7.14,0.9,28d9m2021y15h47m
278,lab,p1,temporal,oblique,7.14,0.9,28d9m2021y16h8m
279,lab,p1,temporal,oblique,7.14,0.8,28d9m2021y16h17m
280,lab,p1,spatial,horizontal,0.71,0.6,28d9m2021y14h44m
281,lab,p1,spatial,horizontal,0.71,0.8,28d9m2021y16h5m
282,lab,p1,spatial,horizontal,0.71,0.6,28d9m2021y14h13m
283,lab,p1,spatial,horizontal,0.71,0.7,28d9m2021y15h19m
284,lab,p1,spatial,horizontal,0.71,0.8,28d9m2021y16h28m
285,lab,p1,spatial,horizontal,1.43,0.7,28d9m2021y14h44m
286,lab,p1,spatial,horizontal,1.43,0.8,28d9m2021y16h5m
287,lab,p1,spatial,horizontal,1.43,1.0,28d9m2021y14h13m
288,lab,p1,spatial,horizontal,1.43,0.8,28d9m2021y15h19m
289,lab,p1,spatial,horizontal,1.43,1.0,28d9m2021y16h28m
290,lab,p1,spatial,horizontal,2.14,0.9,28d9m2021y14h44m
291,lab,p1,spatial,horizontal,2.14,1.0,28d9m2021y16h5m
292,lab,p1,spatial,horizontal,2.14,0.9,28d9m2021y14h13m
293,lab,p1,spatial,horizontal,2.14,0.9,28d9m2021y15h19m
294,lab,p1,spatial,horizontal,2.14,1.0,28d9m2021y16h28m
295,lab,p1,spatial,horizontal,2.86,1.0,28d9m2021y14h44m
296,lab,p1,spatial,horizontal,2.86,1.0,28d9m2021y16h5m
297,lab,p1,spatial,horizontal,2.86,1.0,28d9m2021y14h13m
298,lab,p1,spatial,horizontal,2.86,0.9,28d9m2021y15h19m
299,lab,p1,spatial,horizontal,2.86,1.0,28d9m2021y16h28m
300,lab,p1,spatial,horizontal,3.57,1.0,28d9m2021y14h44m
301,lab,p1,spatial,horizontal,3.57,1.0,28d9m2021y16h5m
302,lab,p1,spatial,horizontal,3.57,1.0,28d9m2021y14h13m
303,lab,p1,spatial,horizontal,3.57,0.9,28d9m2021y15h19m
304,lab,p1,spatial,horizontal,3.57,0.9,28d9m2021y16h28m
305,lab,p1,spatial,horizontal,4.29,1.0,28d9m2021y14h44m
306,lab,p1,spatial,horizontal,4.29,1.0,28d9m2021y16h5m
307,lab,p1,spatial,horizontal,4.29,1.0,28d9m2021y14h13m
308,lab,p1,spatial,horizontal,4.29,1.0,28d9m2021y15h19m
309,lab,p1,spatial,horizontal,4.29,1.0,28d9m2021y16h28m
310,lab,p1,spatial,horizontal,5.0,1.0,28d9m2021y14h44m
311,lab,p1,spatial,horizontal,5.0,1.0,28d9m2021y16h5m
312,lab,p1,spatial,horizontal,5.0,1.0,28d9m2021y14h13m
313,lab,p1,spatial,horizontal,5.0,1.0,28d9m2021y15h19m
314,lab,p1,spatial,horizontal,5.0,1.0,28d9m2021y16h28m
315,lab,p1,spatial,vertical,0.71,0.8,28d9m2021y15h45m
316,lab,p1,spatial,vertical,0.71,0.7,28d9m2021y14h31m
317,lab,p1,spatial,vertical,0.71,0.3,28d9m2021y15h25m
318,lab,p1,spatial,vertical,0.71,0.4,28d9m2021y15h2m
319,lab,p1,spatial,vertical,0.71,0.7,28d9m2021y16h26m
320,lab,p1,spatial,vertical,1.43,0.8,28d9m2021y15h45m
321,lab,p1,spatial,vertical,1.43,0.8,28d9m2021y14h31m
322,lab,p1,spatial,vertical,1.43,0.6,28d9m2021y15h25m
323,lab,p1,spatial,vertical,1.43,0.7,28d9m2021y15h2m
324,lab,p1,spatial,vertical,1.43,0.3,28d9m2021y16h26m
325,lab,p1,spatial,vertical,2.14,1.0,28d9m2021y15h45m
326,lab,p1,spatial,vertical,2.14,0.7,28d9m2021y14h31m
327,lab,p1,spatial,vertical,2.14,0.8,28d9m2021y15h25m
328,lab,p1,spatial,vertical,2.14,0.7,28d9m2021y15h2m
329,lab,p1,spatial,vertical,2.14,0.8,28d9m2021y16h26m
330,lab,p1,spatial,vertical,2.86,1.0,28d9m2021y15h45m
331,lab,p1,spatial,vertical,2.86,1.0,28d9m2021y14h31m
332,lab,p1,spatial,vertical,2.86,0.9,28d9m2021y15h25m
333,lab,p1,spatial,vertical,2.86,0.9,28d9m2021y15h2m
334,lab,p1,spatial,vertical,2.86,0.7,28d9m2021y16h26m
335,lab,p1,spatial,vertical,3.57,1.0,28d9m2021y15h45m
336,lab,p1,spatial,vertical,3.57,1.0,28d9m2021y14h31m
337,lab,p1,spatial,vertical,3.57,1.0,28d9m2021y15h25m
338,lab,p1,spatial,vertical,3.57,0.9,28d9m2021y15h2m
339,lab,p1,spatial,vertical,3.57,1.0,28d9m2021y16h26m
340,lab,p1,spatial,vertical,4.29,1.0,28d9m2021y15h45m
341,lab,p1,spatial,vertical,4.29,1.0,28d9m2021y14h31m
342,lab,p1,spatial,vertical,4.29,0.8,28d9m2021y15h25m
343,lab,p1,spatial,vertical,4.29,1.0,28d9m2021y15h2m
344,lab,p1,spatial,vertical,4.29,1.0,28d9m2021y16h26m
345,lab,p1,spatial,vertical,5.0,1.0,28d9m2021y15h45m
346,lab,p1,spatial,vertical,5.0,1.0,28d9m2021y14h31m
347,lab,p1,spatial,vertical,5.0,1.0,28d9m2021y15h25m
348,lab,p1,spatial,vertical,5.0,1.0,28d9m2021y15h2m
349,lab,p1,spatial,vertical,5.0,1.0,28d9m2021y16h26m
350,lab,p1,spatial,minus45,10.71,0.8,28d9m2021y15h11m
351,lab,p1,spatial,minus45,10.71,1.0,28d9m2021y14h56m
352,lab,p1,spatial,minus45,10.71,0.8,28d9m2021y15h58m
353,lab,p1,spatial,minus45,10.71,0.9,28d9m2021y14h37m
354,lab,p1,spatial,minus45,10.71,0.9,28d9m2021y16h12m
355,lab,p1,spatial,minus45,14.29,0.8,28d9m2021y15h11m
356,lab,p1,spatial,minus45,14.29,0.8,28d9m2021y14h56m
357,lab,p1,spatial,minus45,14.29,0.9,28d9m2021y15h58m
358,lab,p1,spatial,minus45,14.29,1.0,28d9m2021y14h37m
359,lab,p1,spatial,minus45,14.29,0.8,28d9m2021y16h12m
360,lab,p1,spatial,minus45,17.86,1.0,28d9m2021y15h11m
361,lab,p1,spatial,minus45,17.86,1.0,28d9m2021y14h56m
362,lab,p1,spatial,minus45,17.86,0.9,28d9m2021y15h58m
363,lab,p1,spatial,minus45,17.86,1.0,28d9m2021y14h37m
364,lab,p1,spatial,minus45,17.86,1.0,28d9m2021y16h12m
365,lab,p1,spatial,minus45,21.43,1.0,28d9m2021y15h11m
366,lab,p1,spatial,minus45,21.43,1.0,28d9m2021y14h56m
367,lab,p1,spatial,minus45,21.43,0.9,28d9m2021y15h58m
368,lab,p1,spatial,minus45,21.43,1.0,28d9m2021y14h37m
369,lab,p1,spatial,minus45,21.43,1.0,28d9m2021y16h12m
370,lab,p1,spatial,minus45,25.0,1.0,28d9m2021y15h11m
371,lab,p1,spatial,minus45,25.0,1.0,28d9m2021y14h56m
372,lab,p1,spatial,minus45,25.0,1.0,28d9m2021y15h58m
373,lab,p1,spatial,minus45,25.0,1.0,28d9m2021y14h37m
374,lab,p1,spatial,minus45,25.0,1.0,28d9m2021y16h12m
375,lab,p1,spatial,minus45,3.57,0.6,28d9m2021y15h11m
376,lab,p1,spatial,minus45,3.57,0.3,28d9m2021y14h56m
377,lab,p1,spatial,minus45,3.57,0.4,28d9m2021y15h58m
378,lab,p1,spatial,minus45,3.57,0.7,28d9m2021y14h37m
379,lab,p1,spatial,minus45,3.57,0.5,28d9m2021y16h12m
380,lab,p1,spatial,minus45,7.14,0.6,28d9m2021y15h11m
381,lab,p1,spatial,minus45,7.14,0.6,28d9m2021y14h56m
382,lab,p1,spatial,minus45,7.14,0.8,28d9m2021y15h58m
383,lab,p1,spatial,minus45,7.14,0.7,28d9m2021y14h37m
